Gene	Chip2_1cell_A3	Chip2_1cell_B3	Chip2_1cell_A4	Chip2_1cell_B4	Chip2_1cell_A5	Chip2_1cell_B5	Chip2_1cell_A6	Chip2_1cell_B6	Chip2_3cells_A7	Chip2_3cells_B7	Chip2_3cells_A8	Chip2_3cells_B8	Chip2_3cells_A9	Chip2_3cells_B9	Chip2_11cells_A10	Chip2_11cells_B10	Chip2_11cells_A11	Chip2_11cells_B11	Chip2_11cells_A12	Chip2_11cells_B12
4930470B04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsga10	0	1	0	1	0	2211	2	0	0	1	0	0	1247	0	209	36	0	359	0	39
Lipt1	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0
Mitd1	0	0	0	901	39	1117	0	0	466	694	858	745	180	179	415	725	1122	82	563	570
Mrpl30	0	4749	1321	1918	817	1617	823	2942	2076	3042	1175	2163	2042	3991	1353	2723	4596	3054	2395	1230
Lyg2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Lyg1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Txndc9	0	1985	4878	3590	3170	3380	1540	2316	1159	4648	666	3472	1594	4203	2293	4329	3756	3140	3126	2764
Eif5b	0	216	0	1565	986	1973	3572	0	140	214	44	570	603	1869	393	886	2553	1248	1611	902
Gm34448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rev1	0	2	1	3	4	126	1	2	4	1	3	2	2	2	9	12	0	9	5	6
Gm5099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
Aff3	0	1707	7	14	31	109	32	8	9	301	21	21	30	77	24	24	137	53	187	47
Gm16150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC115487659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lonrf2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Chst10	0	0	0	2	1	3	0	1	16	0	3	11	0	0	2	3	9	12	3	2
Nms	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Gm35171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdcl3	0	7387	911	3711	3047	1069	1589	4294	1015	2392	3124	1029	2840	2463	1543	3668	3517	3386	2237	2448
Gm35222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Npas2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	6	0	246	0	0
LOC118567737	0	0	0	0	0	0	0	0	0	0	0	0	0	145	211	0	0	172	0	0
Rpl31	0	9292	2544	7798	5988	4568	5481	3962	6536	5909	6921	6265	8564	5011	8165	7742	8950	6139	7613	6536
Tbc1d8	0	0	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	39	0
Gm24826	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC118567738	0	1	0	1	0	2	1	0	1	0	1	0	0	0	0	0	1	0	0	1
Cnot11	0	0	0	191	1019	0	0	0	0	177	0	525	288	538	175	162	564	180	896	69
Snord89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf149	0	671	0	1427	0	1	0	0	797	624	1442	844	768	124	762	369	855	33	745	495
LOC115485772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm51620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
Creg2	0	0	0	0	1111	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D930019O06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rfx8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	78	0	0
Gm3646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700066B17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35600	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	1	0	0	0	0
Map4k4	0	510	0	0	24	392	0	379	0	73	0	68	399	0	438	246	297	1001	906	401
Gm16894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il1r2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0
Gm35741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il1r1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	75	2	115	12
Il1rl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il1rl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il18r1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Il18rap	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	200	0
Gm35801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc9a4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC118567739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc9a2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm37915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd9	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	83
Tmem182	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930448I06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC118567740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm29260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	7	3
Gm28175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm46088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC118567741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm46089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gm36822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pantr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm46091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pou3f3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2900092D14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pantr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dalir	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC118567742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrps9	0	0	0	0	3	0	0	0	13	814	799	1934	281	617	188	584	1205	585	520	488
Gm23126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gpr45	0	1	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	1	1	0
Tgfbrap1	0	718	0	0	0	310	1168	671	0	47	0	0	1772	7	226	18	306	355	204	85
Gm28782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8430432A02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AI597479	0	0	0	0	0	360	0	2236	11	1	0	53	0	0	0	7	208	246	236	0
Fhl2	0	1089	674	1016	588	2577	1196	527	1004	812	552	1281	1183	782	1343	1272	1704	1058	1106	1149
Gm29040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC115487086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nck2	0	0	1	0	0	848	2	1	38	113	0	0	1	0	195	97	199	183	167	3
Gm38628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ecrg4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uxs1	0	89	291	0	0	657	0	83	511	17	1457	18	656	833	533	415	650	574	1013	556
Tpp2	0	0	0	0	1	1165	0	0	0	221	2616	219	0	907	10	911	858	616	1140	410
Mettl21c	0	1	0	0	0	0	1	0	0	0	0	1	0	4	0	0	1	0	0	0
Gm8251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	15	0
Tex30	0	1136	0	1537	1419	1127	0	0	1870	1078	630	1720	1069	867	458	1359	3111	859	835	1260
Poglut2	0	0	0	3	0	3579	0	0	16	0	1382	931	1343	1293	570	972	487	1	449	1
Bivm	0	0	0	0	0	222	0	0	254	0	0	613	0	0	0	149	79	13	1	0
Ercc5	0	0	0	0	0	4331	0	1683	85	478	0	553	831	316	257	139	1050	0	668	323
Mettl21e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0
Gm28893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39635	0	56	1	16	31	68	3	58	16	16	17	72	18	13	36	20	191	42	38	128
Gulp1	0	1685	0	116	0	697	0	0	293	3384	4682	2046	0	2835	324	2276	1829	55	2156	139
4930521E06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Col3a1	0	0	0	0	0	0	0	6275	441	901	0	0	479	554	225	740	20	0	1739	213
Col5a2	0	1054	32	613	2819	0	331	8868	1915	2517	109	2218	1461	304	1404	1186	860	974	6538	467
Gm39637	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
Gm23216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm51621	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Gm23974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wdr75	0	140	2	3	3	1	4273	781	226	944	842	1558	867	1286	433	924	330	962	1209	650
Gm30900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc40a1	0	0	0	0	0	0	0	0	0	0	0	0	0	486	4	0	0	0	0	0
Dnah7b	5	1	3	1	0	2	2	3	2	1	0	1	1	1	1	3	2	1	6	3
Gm31046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
n-R5s211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnah7c	2	4	6	7	30	6	2	5	10	65	14	9	16	6	8	7	54	32	168	58
Slc39a10	0	4596	2013	6283	3	926	5252	1	1724	1110	4260	4549	2291	3766	1856	3063	3571	3561	6245	3437
Gm39638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C230029F24Rik	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0
Gm39640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm28321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmeff2	0	0	0	0	0	5	0	0	928	2	0	9	99	0	211	197	0	400	1180	275
9330175M20Rik	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Cavin2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nabp1	0	0	0	1941	0	1568	0	0	591	0	0	1087	1031	1	457	165	0	392	457	370
Gm17767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	95	0	0
Gm31636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Myo1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
Gm33795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stat4	0	1	3	1	0	5	3	5	2	0	0	1	3	1	1	3	0	6	1	1
Gm31812	0	0	0	0	0	321	0	0	0	0	190	4	370	38	5	0	247	100	22	0
Stat1	0	2142	0	0	0	1334	2	0	0	443	0	0	22	41	283	192	404	204	272	21
Gls	0	0	0	2230	0	0	34	6458	0	29	0	0	1152	783	286	552	826	649	1907	18
Gm31867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31955	0	2	0	4	0	16	0	0	0	1	12	18	2	0	9	0	3	5	76	0
Gm23460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nab1	0	1	0	0	0	125	1	1	346	2	0	99	2961	1076	76	68	34	235	97	1
Gm53065	0	0	0	1	2	9	0	0	1	1	2	1	0	3	0	4	2	17	6	2
Gm28178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nemp2	0	0	1	0	0	1	0	0	0	0	0	0	0	61	0	37	0	0	10	0
Mfsd6	0	0	0	0	0	1	0	0	1	0	704	306	0	0	2	0	0	0	664	2
Inpp1	0	802	0	0	0	0	0	0	793	179	887	0	0	238	238	339	204	0	502	0
Hibch	0	859	3	4	25	7	2745	0	38	988	1	43	3	13	390	366	155	57	366	1034
1700019D03Rik	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	86	0	1
Mstn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700019A02Rik	0	0	0	1	0	1	4	0	0	0	0	27	7	0	0	2	6	11	5	3
Pms1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	15	178	57
Ormdl1	0	1949	0	0	6	0	0	0	628	4	0	853	0	0	2	713	1560	712	1185	762
Osgepl1	0	1960	0	0	0	346	2968	1	778	989	1276	568	0	110	215	200	533	0	187	909
Asnsd1	0	1538	2546	0	0	174	0	0	580	663	120	431	0	357	958	655	2319	753	305	762
Asdurf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC118567743	0	1	0	9	0	0	3	0	3	2	10	5	2	9	15	5	0	1	20	12
Dnah7a	0	36	1	14	2	14	35	1	1	15	3	4	4	38	15	10	38	4	21	4
Gm32311	0	0	0	0	0	0	4	0	0	1	0	1	0	0	1	0	0	2	1	0
Stk17b	0	1205	0	738	0	510	0	0	0	894	0	357	0	0	0	507	484	428	458	136
Hecw2	0	0	17	4	2	15	237	2	0	68	16	42	4	129	190	70	183	90	19	12
Mir7681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm51622	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	125	0
Gm25829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc150	0	0	0	0	0	0	0	0	0	0	1	217	0	0	0	0	0	0	0	0
Gtf3c3	0	975	0	1	4	0	4628	0	79	567	46	1	738	10	386	58	73	4	130	131
Gm34066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pgap1	0	0	0	0	0	0	0	0	1	0	0	0	867	0	0	231	219	0	661	0
Gm51623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd44	0	2	0	0	0	14	1	2	0	134	0	69	276	14	2	20	48	100	408	311
4930444A19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sf3b1	0	2745	1	5222	4675	7	2971	351	555	1734	3586	2159	1535	2277	1611	2142	3475	491	5054	1365
Coq10b	0	1132	0	2	1	2849	3553	2	494	1017	1790	3173	1	1	1438	3297	1250	984	1385	1905
Hspd1	0	5823	6908	10733	5079	10893	160	9525	6460	6108	6914	10274	8855	4360	3436	9535	9832	7500	6394	4417
Hspe1	0	9517	9192	8678	7222	7152	6902	5839	3083	8010	4653	9117	10713	7901	3455	10723	8866	9046	8776	7925
Mob4	0	984	0	2426	0	4641	0	0	1177	2705	450	2087	1251	1942	653	2813	3076	2098	2051	1801
Rftn2	0	0	0	1	1	1	0	0	1	0	5	8	0	3	0	1	1	9	2	3
Gm10561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mars2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	189	0
Boll	0	19	32	13	5	3	24	4	7	9	9	28	11	9	48	17	34	22	38	27
Btf3-ps17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plcl1	0	1220	347	698	0	1035	241	237	1006	471	842	921	1027	643	691	434	1130	621	967	544
Gm39642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm32949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9130227L01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1700003I22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC118567744	0	1	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1
Hsfy2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Satb2	0	0	1	0	1	1	1	0	0	0	0	0	0	2	3	0	1	3	41	86
Gm51624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9130024F11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38484	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0
1700126A01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BC055402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930558J18Rik	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700066M21Rik	0	0	0	0	0	1757	0	0	0	231	0	0	0	0	0	174	0	0	0	0
Tyw5	0	0	26	15	1	1	13	2	794	4	10	1377	626	372	269	491	1058	351	777	348
Maip1	0	1027	0	860	1448	519	0	0	987	888	0	722	7	45	257	842	599	656	1067	900
Gm22371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC118567745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC115487664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spats2l	0	833	0	3150	661	64	652	0	62	0	0	505	261	662	42	210	196	46	498	11
LOC115487684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kctd18	0	0	0	1512	0	212	0	0	0	0	657	0	321	0	0	78	5	729	463	438
Sgo2a	0	0	0	64	0	0	0	0	42	937	0	0	0	0	0	214	405	0	626	0
Aox1	0	0	0	275	0	1	0	0	0	0	432	400	397	233	0	0	0	15	339	151
Aox3	0	0	2	1	1	1	1	0	1	1	0	2	0	0	0	5	0	2	2	5
Gm39643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aox4	0	13	0	0	0	15	0	0	0	0	0	0	0	0	0	3	0	0	1	0
Aox2	0	3	4	7	7	4	42	0	3	6	5	7	4	4	5	36	3	5	5	5
Gm15759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC118567643	0	0	0	0	235	549	0	0	0	0	0	0	0	0	47	0	0	429	20	0
Bzw1	0	6979	4517	10092	4539	9867	8018	6160	3569	5820	9038	13691	5743	7483	3042	6980	9526	3456	4749	3747
Clk1	0	0	0	2745	0	1565	3174	0	0	530	630	893	1	1793	339	1069	1278	737	1277	43
Ppil3	0	5	2	1201	1001	1423	16	1307	196	598	1124	755	1031	1352	906	1047	468	806	1379	835
Nif3l1	0	1091	2	3843	2	16	1582	2	246	307	27	1422	1683	1143	538	360	2186	577	931	496
Orc2	0	110	15	79	129	4879	46	21	299	632	93	102	1208	374	429	763	472	1125	969	1105
Gm23966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm15834	0	0	0	0	0	27	0	1	0	0	0	0	0	0	11	0	0	0	0	0
Fam126b	0	0	1	4	13	6	2	1	0	5	1	6	4	1	5	6	6	14	12	3
Ndufb3	0	1697	3778	2314	1698	1552	2115	1932	1207	2632	2051	2377	1978	1764	984	2902	4038	2284	3762	1592
Flacc1	0	0	0	1	0	1	0	0	1	35	1	0	0	273	0	17	6	16	2	133
Cflar	0	1308	0	1600	0	2965	874	208	288	1148	719	771	797	305	406	533	616	494	795	855
Gm39646	0	5	6	9	19	17	5	4	1	7	3	7	11	4	4	4	5	16	18	13
Casp8	0	2003	107	1020	2	1105	1	0	999	1830	4	1946	38	0	257	1030	1824	820	1551	184
Gm28802	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	1	0	0
Trak2	0	0	1	0	1	0	0	2	1	1	419	9	717	1	0	298	0	122	31	1
Stradb	0	0	3535	0	0	0	0	0	0	0	0	420	0	0	0	159	0	0	263	316
C2cd6	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Gm29018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm25502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem237	0	2554	0	1511	0	2659	0	0	139	1414	199	1247	2573	47	422	479	393	1609	567	65
Mpp4	0	0	0	0	0	0	0	0	1	0	0	0	372	0	167	0	0	84	0	19
Als2	0	3	3	4	13	165	955	3	2	0	2	274	1	2	7	250	2	8	168	125
Gm33667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdk15	0	0	1	8	8	81	0	64	252	7	8	8	16	5	1	15	9	69	34	36
Gm51625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33724	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0
Gm33774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC118567746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fzd7	0	0	0	0	0	0	0	0	0	841	0	733	0	1	119	218	0	724	389	96
Gm973	0	9	12	38	115	16	21	2	24	0	125	7	43	25	12	29	10	152	53	237
Gm28411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sumo1	0	6954	7342	5668	4602	7784	10660	6596	7062	8132	4508	7140	6232	11077	6636	8466	6532	5489	5106	5731
Nop58	0	1194	0	9700	2	1954	8131	358	2180	979	2572	2274	761	1685	913	4167	5556	2618	3882	1070
Snord70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC115485825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm26287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snord11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bmpr2	0	18	152	8	45	45	223	45	72	45	43	255	653	7	133	340	168	331	403	425
Fam117b	0	18	0	2	0	16	0	3	0	1	0	0	2	2	0	13	0	7	2	0
Ica1l	0	0	0	1	0	1	0	0	2	1	4	1	3	0	0	16	0	8	2	27
Wdr12	0	2427	1	3639	1	390	5435	2429	511	900	1154	670	1349	1060	313	870	716	917	2562	763
Carf	0	29	38	15	14	10	15	5	40	24	12	46	32	36	18	31	34	272	17	72
Nbeal1	0	59	1	29	10	685	4	2	776	293	3	717	156	35	80	138	225	313	769	208
Cyp20a1	0	2062	0	26	7	1214	1	0	68	696	15	424	1319	691	471	1128	16	1412	1022	790
Abi2	0	0	0	2	1	3	1	0	11	5	1	3	4	0	5	59	171	170	242	206
Raph1	0	1387	11	1741	13	19	11	5	591	487	13	1444	13	273	650	646	854	622	1355	101
Gm11578	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm51626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Cd28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2310016D23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctla4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34649	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
Icos	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105243939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9530026F06Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pard3b	0	7	0	2	4	16	3	21	13	14	14	5	81	134	9	65	185	30	450	186
Pard3bos1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pard3bos2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrp2	0	0	0	2402	1299	1552	0	0	161	532	0	309	972	774	139	372	131	487	1975	1505
Gm29083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930487H11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4208	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0
Gm35120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm39652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ino80d	0	0	0	0	0	160	329	0	0	445	0	70	0	0	124	266	0	131	102	51
Ino80dos	0	0	0	0	0	4	0	0	26	0	6	1	3	0	0	1	69	1	226	0
Ndufs1	0	0	0	2131	0	1	2458	1	335	276	3	500	691	0	0	425	275	412	251	194
Eef1b2	1	15238	14037	6300	1617	5974	9000	1690	4662	3886	4176	3493	7645	4336	5303	6418	8478	4836	6001	4717
Gm26457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
