Protein	Protein.ID	Entry.Name	Gene	CtrlA1	CtrlA10	CtrlA11	CtrlA12	CtrlA2	CtrlA3	CtrlA4	CtrlA5	CtrlA6	CtrlA7	CtrlA8	CtrlA9	CtrlB1	CtrlB10	CtrlB11	CtrlB12	CtrlB2	CtrlB3	CtrlB4	CtrlB5	CtrlB6	CtrlB7	CtrlB8	CtrlB9	CtrlC1	CtrlC10	CtrlC11	CtrlC12	CtrlC2	CtrlC3	CtrlC4	CtrlC5	CtrlC6	CtrlC7	CtrlC8	CtrlC9	CtrlD1	CtrlD10	CtrlD11	CtrlD12	CtrlD2	CtrlD3	CtrlD4	CtrlD5	CtrlD6	CtrlD7	CtrlD8	CtrlD9	TrtdA1	TrtdA10	TrtdA12	TrtdA2	TrtdA3	TrtdA4	TrtdA5	TrtdA6	TrtdA7	TrtdA8	TrtdA9	TrtdB1	TrtdB10	TrtdB11	TrtdB12	TrtdB2	TrtdB3	TrtdB4	TrtdB5	TrtdB6	TrtdB7	TrtdB8	TrtdB9	TrtdC1	TrtdC10	TrtdC11	TrtdC12	TrtdC2	TrtdC3	TrtdC4	TrtdC5	TrtdC6	TrtdC7	TrtdC8	TrtdC9	TrtdD1	TrtdD10	TrtdD11	TrtdD12	TrtdD2	TrtdD3	TrtdD4	TrtdD5	TrtdD6	TrtdD7	TrtdD8	TrtdD9	TrtdtA11
sp|B2RX12|MRP3_MOUSE	B2RX12	MRP3_MOUSE	Abcc3	86025.22	87600.74	67099.32	57293.168	85533.08	98778.164	0	97490.32	0	72234.26	78865.055	112619.445	86452.43	87442.57	92746.555	73631.21	93007.85	0	81647.8	68142.48	58253.746	112739.46	71447.9	93237.59	48865.64	0	110886.34	59432.832	81114.47	55085.35	0	0	0	88671.94	85609.36	0	0	0	0	0	105416.65	0	0	0	0	76500.234	114539.29	72916.61	0	167170.83	100350.28	22931.148	88343.41	0	103716.336	109551.1	115925.19	147129.08	151079.42	113959.77	94321.98	140036.3	215300.62	0	32612.51	96764.02	101545.01	120781.72	105378.6	91376.91	122060.664	134823.62	113107.29	97075.695	124746.35	108235.336	118170.24	145664.44	100578.46	117766.664	118301.75	157670.92	135169.44	118300.22	122044.82	30696.777	29610.352	120095.71	0	0	21329.43	166753.75	80140.55	109406.27	109528.34	26850.229
sp|B2RXS4|PLXB2_MOUSE	B2RXS4	PLXB2_MOUSE	Plxnb2	79495.74	77883.17	109755.69	53985.582	39821.55	105052.336	0	70940.234	0	56402.547	77451.72	84967.25	76508.516	108289.55	119847.58	75707.055	82843.77	0	73733.53	60579.79	26397.682	71508.5	49131.477	72186.87	61682.074	0	82869.03	94201.54	68322.99	33498.723	0	0	0	83529.54	57552.797	0	0	0	0	0	110563.22	0	0	0	0	69244.29	113383.39	39904.797	0	179719.95	134546.19	91894.52	119509.26	0	109648.8	147910.48	181346.83	187710.44	173606.42	183266.02	112977.99	200801.81	213421.11	0	191527.53	120885.36	119691.59	231821.66	121700.85	101012.12	165887.11	118515.19	102576.555	119288.02	145326.23	121911.05	99319.66	135376.72	75476.01	99285.19	145102.22	148804.56	125145.82	83136.36	137999.53	18291.697	240462.16	114072.39	0	11334.606	211505.06	216363.45	85632.63	0	123324.24	269443.28
sp|B2RY56|RBM25_MOUSE	B2RY56	RBM25_MOUSE	Rbm25	44918.35	41229.53	38689.734	40094.516	26748.887	32315.906	0	24446.092	0	24785.203	25146.902	34943.68	30023.809	45325.57	34334.934	54704.29	28080.193	0	0	29194.066	24214.06	32086.592	0	31582.96	19461.943	0	58142.04	38511.09	23277.69	22689.809	0	0	0	25132.742	19005.223	0	0	0	0	0	53781.695	0	0	0	0	0	31976.975	32180.723	0	50378.965	60514.87	49282.816	45074.723	0	58721.85	45791.29	67133.72	61642.758	50666.793	61314.645	61583.48	67156.35	63590.98	0	0	38664.59	46765.652	53091.59	55075.297	35095.14	47450.883	47815.547	33759.3	45252.67	68529.945	55342.176	54368.125	44422.125	43408.703	45394.473	54339.684	51844.59	62112.086	47917.953	44638.52	0	14181.719	41448.81	0	0	0	43128.44	48653.04	0	35491.156	29857.113
sp|B7ZMP1|XPP3_MOUSE	B7ZMP1	XPP3_MOUSE	Xpnpep3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24263.92	0	0	0	0	0	39677.695	0	0	0	0	0	0	24761.479	0	0	0	0	0	0	0	22348.154	0	40064.64	0	0	0	0	0	0	0	0	0	0	0	0	0	28553.16
sp|B7ZNG0|KIF7_MOUSE	B7ZNG0	KIF7_MOUSE	Kif7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13021.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11214.046	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|B8ZXI1|QTRT2_MOUSE	B8ZXI1	QTRT2_MOUSE	Qtrt2	64468.848	27665.648	53333.18	23476.562	31306.607	55416.023	0	0	0	0	16804.848	28977.852	28716.586	34875.46	0	49426.926	44835.234	0	29596.01	0	0	20495.94	27447.115	0	22056.34	0	39823.18	44064.68	34485.332	41312.61	0	0	0	26056.121	29405.016	0	0	0	0	0	50321.543	0	0	0	0	34704.137	43010.13	25340.752	0	45303.79	0	0	17059.838	0	0	25764.244	30859.965	46076.805	46124.492	0	38093.645	41994.566	44527.996	0	0	30681.66	26767.016	37200.65	35258.523	19260.418	29569.787	0	0	29365.404	41914.89	0	0	32620.342	20505.307	30804.127	0	31433.008	35847.883	22991.896	17738.453	0	0	0	0	0	0	59185.742	0	0	22198.037	0
sp|B9EJ86|OSBL8_MOUSE	B9EJ86	OSBL8_MOUSE	Osbpl8	20042.002	0	0	18385.795	0	17776.535	0	10608.701	0	0	0	0	0	0	0	20115.154	0	0	0	0	0	0	0	0	0	0	20790.756	0	0	0	0	0	0	27991.648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43711.44	40607.523	0	34629.7	0	37149.082	31419.701	33639.277	0	0	0	31491.248	0	0	0	0	33306.87	0	0	19997.354	36542.9	34138.152	0	27358.83	48413.74	29986.826	0	21830.188	22431.67	0	31846.865	45565.934	0	25103.135	24311.355	23333.744	0	0	30971.36	0	0	0	45524.746	0	0	30039.994	0
sp|C0HKD8|MFA1A_MOUSE	C0HKD8	MFA1A_MOUSE	Mfap1a	27900.281	29706.287	25393.916	0	0	0	0	0	0	27658.496	21009.586	0	31693.592	0	0	22040.936	0	0	0	0	0	0	0	0	0	0	0	16611.297	0	0	0	0	0	0	22675.03	0	0	0	0	0	24338.834	0	0	0	0	29962.352	43465.98	12355.346	0	51949.953	52138.266	0	0	0	38388.13	0	39651.332	37286.535	40649.01	56578.184	0	40747.28	51294.816	0	0	33536.055	36171.76	46906.086	31439.582	32906.47	56408.793	40082.918	31460.361	37358.875	0	44509.086	0	32372.09	28272.236	36961.77	0	57168.2	39398.4	37903.367	32747.48	0	0	35883.73	0	0	0	42674.832	0	0	32269.02	0
sp|C0HKE1|H2A1B_MOUSE	C0HKE1	H2A1B_MOUSE	H2ac4	21600000	8138866.5	9833535	10700000	11400000	9257511	0	11200000	1126823.2	7368538.5	9092621	9258398	17700000	12700000	19800000	14900000	20700000	1719318.9	912234.4	10100000	10800000	12700000	14800000	12400000	11400000	2075948	9570153	11100000	11400000	9401024	0	1175152.8	2218963.8	10100000	8273567	871165.06	1180446.6	574460	0	1091364.5	18100000	1739245.6	592126.5	0	1032201.44	12000000	18600000	11400000	1861698	32000000	25700000	21600000	22100000	0	21800000	19700000	23000000	27000000	26300000	22000000	21400000	23600000	20300000	1246586.9	1060503.9	22700000	26300000	35300000	21400000	18600000	28000000	28500000	24300000	16900000	21100000	23900000	24100000	24000000	22000000	23100000	20500000	39700000	20200000	23300000	16900000	1188448.6	1022925.75	16900000	0	498922.6	504918.53	25200000	18000000	9878700	18000000	21300000
sp|D3YXK2|SAFB1_MOUSE	D3YXK2	SAFB1_MOUSE	Safb	141517.62	111810.95	121916.92	89659.62	66636.9	112354.95	0	117242.125	0	93189.81	82442.65	109396.234	121645.836	125402.06	114670.53	119248.06	103436.625	0	0	86066.35	73192.805	108780.305	107382.05	102859.79	66941.67	0	112420.56	118699.62	84178.555	50276.395	0	0	0	95024.195	66539.81	0	0	0	0	0	122894.195	0	0	0	0	91007.914	151847.75	70894.72	0	326949	269196.53	195887.5	251548.48	0	265949.44	272634.06	275421.47	277166.16	274097.5	298020.12	211551.05	349291.47	322669.5	0	23627.447	226067.14	197539.22	353554.56	270178.66	194068.23	267767.53	264374.72	254600.9	244010.23	224937.9	271213.44	197244.08	275123.38	179488.66	215286.19	256301.7	307468.03	287786.66	231217.27	225885.45	25925.734	52788.91	230820.94	0	0	0	301067.06	241237.03	494175.5	185968.38	212968.39
sp|D3YYU8|OBSL1_MOUSE	D3YYU8	OBSL1_MOUSE	Obsl1	0	17690.934	0	0	22228.846	16533.988	0	21300.916	0	0	15622.757	13773.134	20604.213	0	22284.39	18991.668	0	0	16974.242	20334.467	0	18485.508	0	14923.589	14657.046	0	27058.74	18112.756	0	18230.77	0	0	0	0	0	0	0	0	0	0	28596.111	0	0	0	0	0	0	10231.186	0	37139.062	0	9951.993	20284.008	0	31446.248	28751.572	28430.607	23004.324	42505.39	38620.78	15946.327	19242.033	39557.74	0	0	0	20913.324	0	17663.709	16365.22	15200.451	17528.443	23385.945	19833.44	30418.488	13763.723	23189.8	31770.463	13153.752	26398.277	26414.799	20483.9	23641.084	27829.973	26286.305	0	0	0	0	0	0	35469.613	20534.531	0	25992.863	0
sp|D3Z7P3|GLSK_MOUSE	D3Z7P3	GLSK_MOUSE	Gls	124769.83	110845.4	86583.62	67379.45	61378.992	87344.71	0	115445.77	0	86824.08	77499.08	133042.36	74632.64	133919.83	143442.28	80580.586	140124.61	0	104310.516	94504.41	77305.47	107479.21	106995.89	137869.44	91300.36	0	99647.04	142619.55	90418.695	65250.594	0	0	0	82497.93	80642.18	0	0	0	0	0	145807.44	0	0	0	0	139787.16	166230.9	74898.97	0	217727.67	171945.61	106023.38	122640.93	0	153709.42	105950.664	146574.83	234907.81	165030	247682.06	135085.02	177390.55	215183.89	0	288894.7	145372.7	104350.766	184101.47	179761.6	129828.27	89779.836	133891.98	125790.98	121405.86	161612.83	110723.27	97796.8	162678.16	116186.33	136280.78	152856.17	206507.03	125927.625	119383.56	145157.97	21552.965	530000.1	110322.625	0	0	205870.69	155193.72	99477.125	133115.12	106519.89	254686.78
sp|E2JF22|PIEZ1_MOUSE	E2JF22	PIEZ1_MOUSE	Piezo1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10619.326	0	0	12432.766	0	0	8230.684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11383.221	0	0	0	0	0	0	0	0	0	0	0
sp|E9PVA8|GCN1_MOUSE	E9PVA8	GCN1_MOUSE	Gcn1	437660.9	345439.4	418763.44	285367.94	220528.66	313239.88	0	321234.84	0	298000.8	342592.06	392371.53	370814	411309.28	569842.56	365575.22	451620.9	0	318632.12	291744.72	211809.98	335928.8	376488.12	360674	307865.6	0	348435.88	386130.94	264804.34	239580.14	0	0	0	461764.1	216791.31	0	0	0	0	0	458318.84	0	0	0	0	274859.5	427346.9	311775.66	0	823366.94	629409.25	291960.53	488576.38	0	544582.25	474357.8	600578.75	663942.7	589519.25	825273.2	635310.75	743424.4	681644.1	0	249171.78	546754.25	497259.25	655797.2	497609.9	360568.22	615387.44	492019.22	491842.2	613210	638347.75	463879.47	496709.97	653756.8	451320.34	560953.7	552039.25	785327.3	683481.4	483672.6	477039.94	88348.125	705348.7	492051.66	0	0	893705.94	549762.56	453412.66	13800000	475756.66	1084642.6
sp|E9PVX6|KI67_MOUSE	E9PVX6	KI67_MOUSE	Mki67	287820.3	69685.9	167475.33	71860.75	155274.11	256464.06	0	90912.484	0	203028.7	165040.45	0	250713.12	184775.67	365112.06	205196.7	221788.84	0	72885.52	188305.83	170960.2	130543.11	284375.62	191803.77	218287.81	0	86626.625	152155.39	212293.72	202409.2	0	0	0	137754.38	80200.33	0	1857529.6	0	0	0	207030.88	0	0	0	0	120408.43	333364.78	66533.58	0	701624.25	274017.84	558095.5	516500.5	0	512634.16	622368.75	810188.7	267089.78	726067	177716.67	481114.78	589186.4	813804.06	0	385337.5	472332.5	388455.66	701432.3	386118.38	426368.47	705661.8	667553.25	627738.7	441726.78	617268.6	686263	345881.4	680446.9	364918.25	451446.7	132466.1	661674.6	533120.5	575279.06	667789	28179.941	320646.97	577473.44	0	0	330383.78	707391	463471.28	522369.94	495702.38	440714
sp|E9PYK3|PARP4_MOUSE	E9PYK3	PARP4_MOUSE	Parp4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|E9Q137|TX264_MOUSE	E9Q137	TX264_MOUSE	Tex264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40394.28	0	0	76143.97	0	0	0	0	37256.42	0	0	84683.805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61930.46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65200.73	0	0	0	131438.8
sp|E9Q236|MRP4_MOUSE	E9Q236	MRP4_MOUSE	Abcc4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49747.72	0	25322.725	0	29826.557	22957.15	0	0	0	0	0	0	0	0	0	0	0	0	25503.35	0	0	0	0	48752.457	0	0	0	0	0	0	0	0	0	0	17235.848	0	0	0	0	0	69712.75	0	0	0	0	0
sp|E9Q3L2|PI4KA_MOUSE	E9Q3L2	PI4KA_MOUSE	Pi4ka	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20129.305	0	0	0	0	0	0	0	0	0	0	0	0	0	16695.68	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|E9Q4P1|WDFY1_MOUSE	E9Q4P1	WDFY1_MOUSE	Wdfy1	32110.92	0	0	0	0	0	0	25228.484	0	18554.336	0	34882.332	25487.12	0	0	23483.98	50535.453	0	0	0	0	0	0	0	22615.49	0	30994.188	0	27664.2	0	0	0	0	0	0	0	0	0	0	0	32977.27	0	0	0	0	25789.846	0	13575.838	0	67319.56	72850.61	28955.3	49667.74	0	68044.14	0	83304.91	95590.05	72446.65	119525.85	60541.047	36346.45	48417.57	0	51136.348	54415.77	47029.688	79895.09	39618.004	28218.578	32568.475	64665.434	32506.533	60026.22	0	52968.62	50460.36	49087.703	27713.535	35759.617	48209.39	57178.004	38091.797	38693.223	62220.676	0	57340.85	44944.97	0	0	34682.906	0	50628.785	148794.36	20361.838	43295.566
sp|E9Q555|RN213_MOUSE	E9Q555	RN213_MOUSE	Rnf213	32606.113	32509.143	41891.906	36234.062	0	0	0	40573.26	0	25926.525	25452.166	29657.352	39375.344	42610.58	34811.207	31036.123	32421.176	0	41781.156	25955.857	24425.547	32169.906	30365.309	13640.179	0	0	45529.492	32033.668	36031.99	29164.531	0	0	0	34348.266	0	0	0	0	0	0	44616.93	0	0	0	0	30496.588	42529.676	25910.342	0	70894.09	65036.867	48764.934	42827.93	0	60789.19	51283.67	90236.336	53882.375	64691.445	62318.855	42615.66	69983.77	91599.81	0	0	53773.195	36281.88	57170.17	42627.375	35162.24	64494.664	47945.047	47018.39	37015.918	57973.27	50724.387	35774.66	62281.324	33412.176	35877.88	0	64132.887	56740.074	44908.52	50610.777	0	0	78100.17	0	0	0	71971.67	50062.984	0	45523.86	0
sp|E9Q5C9|NOLC1_MOUSE	E9Q5C9	NOLC1_MOUSE	Nolc1	388125.44	454957.88	492409.8	281521.9	206781.44	373294.1	0	411971.1	0	292781	308709.66	295273.84	425777.25	469301.34	738728.5	276523.03	433652.06	0	350601.75	278067.7	266189.62	444013.5	288469.47	367407.5	364945.8	0	397680.66	438505.38	406590.06	235000.55	0	0	0	400970.97	286723.25	0	102286.52	0	0	0	510330.47	0	0	0	0	388625.06	519264.94	300414.8	0	856508.1	617607.7	429956.75	489838.47	0	901048.44	496148.6	508594.38	774717.56	699912.5	586271.44	466320.28	602932.5	650522.56	19194.607	25524.86	668855.5	579613.06	959925.25	754657.3	565121.94	869310.56	771330.1	594593.75	511530.3	761573.75	640510.9	408793.7	588204.56	519916.8	691310	646585.06	801671.44	669451.9	572938.06	460457.03	32038.807	32761.348	753967.25	0	19923.426	49072.766	810971.9	638697.06	2403451.2	580440.3	67622.945
sp|E9Q5G3|KIF23_MOUSE	E9Q5G3	KIF23_MOUSE	Kif23	288858.22	0	257218.81	106379.625	124628.66	0	0	127317.34	0	0	0	123355.23	0	127196.664	0	184999.98	0	0	115463.57	89011.83	0	101198.06	115289.45	142584.77	152226.6	0	0	179227.97	0	105966.74	0	0	0	236396.02	86695.85	0	0	0	0	0	302535.5	0	0	0	0	149088.88	307279.1	0	0	187466.89	248045.11	173086.47	168631.11	0	198058.9	166337.11	223715.56	255403.67	320036.28	423235.28	169268.11	374365.6	299569.28	0	0	263247.84	176566.75	221949.56	253597.97	125213.64	266366.78	214080.48	281284.6	235894.39	403903.12	204167.64	145336.48	352723.9	182123.05	182843.83	129364.27	283010.4	220808.03	177755.7	179918.5	0	723343.1	155748.88	0	0	306992.84	475461.34	181474.22	0	264304.3	233670.94
sp|E9Q6J5|BD1L1_MOUSE	E9Q6J5	BD1L1_MOUSE	Bod1l	23320.459	19874.674	35128.117	31947.145	14523.281	29776.951	0	19348.51	0	21229.281	0	24446.656	0	28063.293	32400.83	20986.875	25681.71	0	0	0	0	0	17722.256	0	12794.522	0	15842.8	18051.326	16799.736	0	0	0	0	29435.63	0	0	0	0	0	0	21901.941	0	0	0	0	25685.008	29544.596	0	0	43901.95	55378.32	28707.434	31588.984	0	35590.312	33109.082	34023.312	48318.66	35258.797	45816.492	28023.43	52191.805	46874.52	0	0	36218.766	36199.44	49239.133	31489.777	36170.074	36307.004	35369.066	29701.447	39555.062	45562.938	33735.45	31060.271	40702.375	28918.93	34374.613	44035.645	59214.688	31165.797	33382.22	34470.883	0	0	31655.68	0	0	0	40940.043	37062.082	0	45216.562	0
sp|E9Q7D5|ARHG5_MOUSE	E9Q7D5	ARHG5_MOUSE	Arhgef5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14039.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26235.693	0	0	31372.506	0	0	0	42010.195	34817.117	0	0	0	0	35231.156	0	0	0	0	36861.86	0	0	0	0	0	0	0	31901.83	0	0	0	19321.086	0	0	20995.47	21471.373	29618.525	0	0	0	0	0	0	0	24775.453	0	0	0
sp|E9Q7G0|NUMA1_MOUSE	E9Q7G0	NUMA1_MOUSE	Numa1	2550620	1398039	2477048.2	1503900	1351483.9	2757242.5	0	2159915.5	0	1277542.9	1832115.9	2183396.8	1929466.4	1992300.1	2586814.2	2033348.8	2272251	0	2488264.5	1446319	1176701.1	1993135.1	2236185.2	1865183.8	1175007.5	0	1800239.9	2061219.6	1801711.1	972224.2	0	0	0	2169320	1351719	0	0	0	0	0	2379898	0	0	0	0	1677016.1	2634249.2	1228077.9	0	3859086.5	3753345	3907798.2	3765739.5	0	3826936.8	4205909.5	5645404.5	6476370.5	4791494	5409909	3853897.2	6870344	5485186.5	0	1135488.8	4333531	4211633.5	4765586.5	3742484.2	3625318.5	4796725.5	3780779	4828116	4266911	3557734	4341667.5	3631248.2	5185934	3375865	4521945.5	3971907.2	5416976.5	4263069.5	4169416.2	3938627	903503.6	472950.25	4349648	0	324578.28	805570.75	5163259.5	3456879.2	5712922	4475713.5	1750250.5
sp|E9Q7X6|HEG1_MOUSE	E9Q7X6	HEG1_MOUSE	Heg1	0	0	0	0	0	0	0	0	0	0	10306.43	0	8839.886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64605.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9715.506	0	0	0	0	0	0	0	0	0	0	0	0	13085.331	0	0	0	24806.932	0	0	0	0	0	0	0	0	0	0	0	14836.414	0	0	0	0	11660.528	0	0	0	0	0	0	25440.928	0	0	0	0	16455.592	0	0	0	0
sp|E9Q8D0|DJC21_MOUSE	E9Q8D0	DJC21_MOUSE	Dnajc21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27010.76	0	0	0	15634.529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|E9Q912|GDS1_MOUSE	E9Q912	GDS1_MOUSE	Rap1gds1	13643.726	0	19556.771	0	0	0	0	0	0	0	0	15068.846	15302.877	0	0	0	0	0	0	0	0	0	0	0	0	0	13139.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28138.979	0	0	0	0	0	17702.355	42360.906	26052.836	0	35761.203	0	0	33404.73	0	0	24283.316	0	0	0	0	24101.344	0	0	0	24814.406	20731.104	0	26873.094	0	25365.732	27906.56	0	0	17039.451	0	0	0	0	0	0	0	28905.562	17134.55	0	15877.572	0
sp|E9QAT4|SC16A_MOUSE	E9QAT4	SC16A_MOUSE	Sec16a	39387.44	37768.137	40163.176	23242.375	17924.445	35399.344	0	28514.303	0	30213.412	22699.271	33304.457	25609.096	43816.15	0	32531.967	28825.941	0	26521.287	22702.465	0	22050.629	24959.49	17633.115	0	0	26310.62	29717.697	25239.67	24290.936	0	0	0	32690.398	16592.996	0	0	0	0	0	36201.766	0	0	0	0	23531.865	38160.523	0	0	63770.492	56417.867	20630.336	42854.305	0	48369.547	57757.39	54227.07	69545.71	51630.93	60590.84	44765.434	77829.81	58946.582	0	0	41435.953	38977.613	67086.76	37728.793	49500.32	58125.617	45033.96	52864.273	49711.23	50424.254	42518.617	36645.105	51089.844	39984.695	38691.64	47336.61	81748.01	54804.65	40984.465	51647.1	0	0	49225.367	0	0	0	65796.03	46793.156	0	48843.97	0
sp|F6ZDS4|TPR_MOUSE	F6ZDS4	TPR_MOUSE	Tpr	166814.02	109562.19	126630.2	71739.17	75449.72	101582.28	0	111226.74	0	80176.01	88729.25	123056.02	110296.305	113477.96	153707.12	137857.3	129960.234	0	59042.668	105607.39	76449.06	115237.63	142525.89	104126.42	99773.73	0	98401.52	91429.67	75172.38	88169.05	0	0	0	83947.805	88339.28	0	0	0	0	0	152353.19	0	0	0	0	106907.695	145494.34	75955.56	0	276596.34	265609.2	178660.5	171715.86	0	177950.78	169911.88	220776.48	278826.66	210808.56	287117.4	181314.44	287279.66	236515.89	0	70604.35	170654.38	168496.44	243211.97	191838.64	163543.89	182989.55	157893.25	171310.72	234791.8	199968.77	159416.94	167114.14	249602.45	159146.17	197081.17	221970.86	314875.22	247385.05	180744.25	181530.56	21370.44	94215.586	150845.31	0	0	115759.82	214261.69	193534.42	169897.55	192759.95	136281.25
sp|F8VPU2|FARP1_MOUSE	F8VPU2	FARP1_MOUSE	Farp1	30739.873	30971.34	39233.67	0	0	0	0	0	0	0	0	22125.18	24884.303	41848.55	0	37898.945	33555.723	0	26718.756	21793.924	0	36440.3	22482.732	21202.432	0	0	0	23640.014	27501.229	0	0	0	0	38666.047	18938.44	0	0	0	0	0	72669.38	0	0	0	0	0	40866.984	0	0	53505.82	72749.12	35983.633	46791.363	0	34247.547	34829.348	43445.598	74197.52	50624.566	73881.45	0	52497.965	54371.285	0	59762.42	32109.412	34350.402	49476.688	39196.44	0	47782.402	0	33579.945	63704.55	64227.008	33143.26	34559.145	50997.727	23789.969	56664.047	34091.363	62085.5	47530.215	35544.21	45487.137	0	56837.938	32791.38	0	0	47125.363	60904.684	0	0	37757.664	83122.15
sp|G5E829|AT2B1_MOUSE	G5E829	AT2B1_MOUSE	Atp2b1	42774.688	32566.205	30734.955	20709.205	0	43750.516	0	28071.025	0	0	15940.667	45626.45	27226.334	39582.4	0	52079.117	0	0	29992.88	37282.77	0	37265.086	0	0	20803.465	0	0	40826.496	23780.885	0	0	0	0	26215.889	0	0	0	0	0	0	60430.402	0	0	0	0	0	0	20624.227	0	0	0	0	42416.832	0	0	0	56340.547	108640.37	0	51389.47	87972.49	96713.414	0	0	72723.17	42351.25	0	80507.53	47032.324	35849.8	0	38091.2	0	112493.4	118887.336	0	65515.613	56114.523	0	45907.81	95742.77	86127.22	66911.74	50453.68	30640.146	0	41606.203	44692.766	0	0	59244.258	166264.86	61409.42	0	57538.793	57037.492
sp|G5E870|TRIPC_MOUSE	G5E870	TRIPC_MOUSE	Trip12	55417.82	51077.395	39526.465	61014.246	35644.02	39575.293	0	49207.56	0	43103.926	43017.777	47059.355	40147.26	37725.01	51013.477	34160.047	56845.52	0	22376.234	46182.965	25091.967	41222.508	55751.445	27393.488	32590.674	0	42581.383	36745.848	44264.93	23405.176	0	0	0	45609.375	30878.79	0	0	0	0	0	49134.492	0	0	0	0	43943.74	55742.598	35274.707	0	73327.3	69046.016	54181.984	57162.973	0	43425.965	73448.34	88241.586	84917.71	76358.47	130146.766	58253.457	74546.28	94819.59	0	26553.072	51349.992	45959.52	61266.965	63566.43	46819.117	59667.82	74719.56	58811.723	75943.195	92522.83	57610.766	38958.48	78209.59	40778.547	64643.773	49538.746	78739.88	71861.62	49405.812	45660.31	16614.838	0	43648.652	0	0	0	76455.195	58563.777	67587.55	46250.27	0
sp|G5E897|PLGT3_MOUSE	G5E897	PLGT3_MOUSE	Poglut3	35111.246	21992.014	30937.85	16911.652	16974.973	0	0	0	0	0	18896.977	24695.81	26560.125	36855.54	0	21468.406	0	0	0	15112.234	0	32024.596	36877.996	25412.201	0	0	0	28619.338	22730.47	7597.5874	0	0	0	29612.016	21887.39	0	0	0	0	0	0	0	0	0	0	20130.357	37800.188	15413.329	0	66154.414	0	41878.13	46066.35	0	55844.79	0	40331.54	36633.52	60449.13	92713.555	41700.06	84628.79	75654.15	0	0	57632	44410.21	84865.78	30319.238	27072.174	52089.375	43107.863	0	57890.023	66472.84	46442.47	47019.63	61916.96	33001.176	0	38828.26	78558.44	0	44728.227	61280.44	7693.742	75015.08	0	0	0	61936.08	51908.14	49070.492	0	50638.16	0
